factor_registration_number,factor_name,google_place_id,location_number,author_name,review_rating,review_text,review_time,review_relative_time
PF000263,North Ayrshire Council,ChIJj5fSrsDFiUgRQekZ6Pz1RoU,4,Eleanor Riddex,1,"The rent is so expensive and not worth the money we are all paying, place is falling apart and takes so long for then to fix it and they make a fuss, sick of calling them.

My flat is full of mold and I was told by my housing officer to clean it with bleach and warm water but it comes back just as bad as leaves marks all over the walls, the wall between my livingroom and bathroom is rotted due to the mold and dampness and been waiting for months now for it to get fixed and still waiting on my new bathroom.

They don't care about the environment most people are living in it's shocking.

Do not recommend

I don't know how to add photos to this review or they would be up for all to see",1738168075,11 months ago
PF000263,North Ayrshire Council,ChIJj5fSrsDFiUgRQekZ6Pz1RoU,4,Gregor Munro,1,Fence down during storm & temp repair put up for security on my garden only for the association to take down & i  own my property no correspondence from them and having to pay 50% of boundary fence asking me to get quotes for repair. Having to get local MSP involved,1738914285,11 months ago
PF000263,North Ayrshire Council,ChIJj5fSrsDFiUgRQekZ6Pz1RoU,4,Trapidas,1,Im sure these people's goals are to make sure after every job they throw all the nails and screws into the road thanks for the 3 punctures this week alone. LEARN TO CLEAN YOUR CRAP UP,1747303966,8 months ago
PF000263,North Ayrshire Council,ChIJj5fSrsDFiUgRQekZ6Pz1RoU,4,Samantha Mcginn,5,"Phoned about my rent as I was confused (first home and im young) thought I was paying way more than it was so phoned them up when there was an increase. Woman on phone was lovely and patient, wasn't hesitatent to go threw it with me more than once. Also set up a direct debit while I was there. Dunno what all the bad reviews are for. If you communicate properly, then it's all good.",1677501059,2 years ago
PF000263,North Ayrshire Council,ChIJj5fSrsDFiUgRQekZ6Pz1RoU,4,Charlie Michelle Henry,1,Disgrace of a housing association STAY AS FAR AWAY FROM THEM AS POSSIBLE rude staff and very unhelpful and not professional at all my friend had a phone call last week from Damian Calderwood in regards to being considered for a new build in Longpark area of Kilmarnock a week later he turns up out the blue to where she’s currently living (living with myself at present) to inspect the property that is under a completely different housing association and was rude with in the house and then to be told later that day that no offer will be made and while on the phone she was getting treated like garbage not listening to her or her concerns at all STAY AWAY FROM THESES PEOPLE not worth the time or energy,1718985455,a year ago
PF000263,North Ayrshire Council,ChIJNf743wAwiEgRgRnJugbHDV0,5,derek wilson,5,Historical Jem. Wonderfull wedding location.,1501426905,8 years ago
PF000263,North Ayrshire Council,ChIJNf743wAwiEgRgRnJugbHDV0,5,Tom Baker,4,Great morning walk with dog,1518433647,7 years ago
PF000263,North Ayrshire Council,ChIJNf743wAwiEgRgRnJugbHDV0,5,Rosemary Robertson,5,Beautiful,1558209273,6 years ago
PF000263,North Ayrshire Council,ChIJNf743wAwiEgRgRnJugbHDV0,5,Antony Jolley,5,Very helpful and knowledgeable.,1611824952,4 years ago
PF000263,North Ayrshire Council,ChIJNf743wAwiEgRgRnJugbHDV0,5,Frank Siebelist,5,Beautiful nature,1697830193,2 years ago
PF000303,North Lanarkshire Council,ChIJoaO9XVBriEgRbAove3m0VGU,3,Christopher Brown,1,Trying to phone for council tax each time I phone they are too busy to answer so won’t take any calls right now always telling me to phone back later and I do but same message all the time can’t even resolve council tax bill don’t know what to do they clearly no longer have a department for council tax,1761822008,2 months ago
PF000303,North Lanarkshire Council,ChIJoaO9XVBriEgRbAove3m0VGU,3,Michal Kasprzyk,1,All of it is a Joke! Dealing with council tax since april. And still no responds! Try to call they are so busy. But sending reminding letters,1753693742,5 months ago
PF000303,North Lanarkshire Council,ChIJoaO9XVBriEgRbAove3m0VGU,3,Ofuoma Dickson,5,Just paid my council tax. Very easy. Cashier very polite,1717149840,a year ago
PF000303,North Lanarkshire Council,ChIJoaO9XVBriEgRbAove3m0VGU,3,Margaret Gibson,1,What do they do all do sit reading the paper can't get to awnser ther fones what are we paying for,1753863270,5 months ago
PF000303,North Lanarkshire Council,ChIJoaO9XVBriEgRbAove3m0VGU,3,Kamila Wojciak,1,"I got a house from the council because I had to run away from my previous apartment due to an infestation of rats. I got a house with a garden where there was a lot of rubbish left in the garden from the previous tenants. The council promised that it would come and take away the rubbish and to this day they haven't picked it up or tidied it up, I'm afraid  that rats will also appear in my garden because it is messy and there is a lot of garbage. It is not fair that I have to pay for cleaning the garbage when it does not belong to me but to the previous tenants.  Nothing can be sorted out with the Council, when I call they say someone will come and they don't, and I take a day off work and wait, but no one shows up. It's sad, but our Council works terribly and you can't ask for anything.",1698615481,2 years ago
PF000303,North Lanarkshire Council,ChIJw073e-NriEgRMLPH5CUmA-s,4,Elizabeth Richmond,5,Joe was recommended to us and did not disappoint.  Joe fitted our En-Suite and we were so please with the work we got him to fit a new Main Bathroom suite.  Work was all completed on time and to a high standard.  No mess at all as Joe cleared up after himself throughout.  Would be happy to recommend Joe to friends and family.  Will be using Joe for any future projects.,1751626930,6 months ago
PF000303,North Lanarkshire Council,ChIJw073e-NriEgRMLPH5CUmA-s,4,Alison Crawford,5,"Absolutely delighted with the end result. I needed a new shower cubicle and Joe helped with decision making and style. He gave me a selection of photos of wet wall panels to choose from, gave me a quote and a start date and job was completed within the timeframe stated. I would have no hesitation in recommending Joe who was very hardworking, professional, tidy and friendly. I have to add that I asked Joe if I needed a new tap in my bathroom and instead of saying yes, you definitely need a new tap, he said there was no need to waste my money as the one I had was fine. How many tradesmen have you come across who would be so decent?! Thanks again Joe 👍",1748782080,7 months ago
PF000303,North Lanarkshire Council,ChIJw073e-NriEgRMLPH5CUmA-s,4,Gail Hone,5,"Joe did a great job with a small area in hall conversion to a cloakroom toilet
Replying to messages quickly and always turn up when he said.
Excellent workmanship  with competitive pricing.
Left house tidy after each day. Had small  leak few days after installation and came out quickly to fix. Would definitely recommend.",1748725131,7 months ago
PF000303,North Lanarkshire Council,ChIJw073e-NriEgRMLPH5CUmA-s,4,Mark Craighead,5,"I have had Joe do two complete bathroom refurbishments (old bath and sinks replaced etc) for me recently, and I was really impressed by the standard of workmanship and professionalism throughout the process. Joe quoted a price and then charged that price, plus the job was done in exactly the timelines he originally proposed. We were so happy with the work that we had Joe replace my father’s bath with a walk-in shower also, which was also an excellent job. I would have no hesitation whatsoever recommending Joe.",1748724392,7 months ago
PF000303,North Lanarkshire Council,ChIJw073e-NriEgRMLPH5CUmA-s,4,David Rae,5,I used Joe for a recent bathroom refurbishment and he was first class from start to finish.   The quality of his workmanship was excellent and genuinely couldn't be faulted.   He turned up when he said he would and offered really helpful advice on all aspects of my project.    If you are looking for a quality bathroom or kitchen contractor then I would highly recommend North Property Services,1748703457,7 months ago
PF000303,North Lanarkshire Council,ChIJD_hfECoViEgRGzmIN3uUYpU,5,Iona Fyfe,1,"I wish I could award zero stars. Under no circumstances would I recommend letting from this company, who quite frankly represent landlords who are absentee, unresponsive and downright immoral.

I rented a property that was listed as “secure entry intercom”. Well, in five years of asking for the front door lock to be secured and the intercom system to be fixed, they panned me off. Whilst consistently raising my rent. In 2024, someone gained easy entry to the building and arson attacked the building. This could have been prevented if the secure entry system actually worked. The storm of 2025 knocked lots of tiles and stone off the roof. The building was structurally damaged. Did the letting agency care? No.

There was mould and damp in the flat because in five years of renting, they only added an extractor fan to the bathroom in the last 2 months.

From January to April 2025, we had no factor and in turn no buildings insurance. It is illegal to rent out a property that does not have buildings insurance. I explained that “factor costs” was included in my rent, and that if cleaning services from the factor was no longer being provided, then the rent should reflect this. Of course, I was panned off. Finances aside, illegal.

I handed back the keys and finished my tenancy on 20/06. It was relisted for 36% more rent with a move in availability of 21/06. Landlord and agency up to their old tricks. Zero renovation. Zero fixes. Just money grabbing.

As of today, the property has been relisted for 36% more than the rent cost I paid. The front door is still not secure, the intercom system is broken, the building rat infested, moudly and suffered an arson attack. Agency didn’t act on debris in garden for 6 months. Only when my member of parliament contacted Environmental Health, did they send someone to clean the debris. In less than 12 hours of the Scottish Rent increase cap freeze being removed, I got a rent increase notice of 11.3%. So I gave my notice to move out citing all of the reasons.

This company is a sham and one of the most unethical letting agencies I’ve ever come across.",1750799518,6 months ago
