factor_registration_number,factor_name,google_place_id,google_name,rating,review_count,address,phone,website,is_verified,google_maps_url,latitude,longitude,location_number,business_status,business_types
PF000264,Oak Tree Housing Association Limited,ChIJi9bD8TCuiUgR2dTvl2mPnuc,Oak Tree Housing Association Ltd.,3.9,41,"40 W Stewart St, Greenock PA15 1SH, UK",01475 807000,https://oaktreeha.org.uk/,True,https://maps.google.com/?cid=16689934952765052121,55.9521048,-4.7639771,1,OPERATIONAL,"establishment, point_of_interest"
PF000367,Ochil View Housing Association Ltd,ChIJ6SSc7tt9iEgRkiopXppWEaQ,Ochil View Housing Association Ltd,4.5,31,"Ochil Ho/Marshill, Alloa FK10 1AB, UK",01259 722899,https://www.ochilviewha.co.uk/,True,https://maps.google.com/?cid=11822325717828971154,56.1160671,-3.7939162,1,OPERATIONAL,"establishment, point_of_interest"
PF001036,On Tranquil Shores Ltd,ChIJKW6GMgq9iUgR4XkXrCO9qEo,On Tranquil Shores,,0,"14 Craigmore Rd, Isle of Bute PA20 9LB, UK",07767 124395,https://ontranquilshores.com/,True,https://maps.google.com/?cid=5379757715802782177,55.84185249999999,-5.0245186,1,OPERATIONAL,"establishment, point_of_interest"
PF000639,Ore Valley Housing Association Ltd,ChIJhTreDCfLh0gR4t_NeMByIoA,Ore Valley Housing Association,2.8,6,"114-116, 114-116, 114-116 Station Rd, Cardenden, Lochgelly KY5 0BW, UK",01592 721917,http://www.orevalleyha.org.uk/,True,https://maps.google.com/?cid=9233068357048983522,56.14608260000001,-3.2616196,1,OPERATIONAL,"establishment, local_government_office, point_of_interest"
PF000639,Ore Valley Housing Association Ltd,ChIJ6zsSmFnLh0gR6vRyr_pNPb4,Ore Valley Business Centre,4.2,5,"Unit 19, Ore Valley Business Centre, 93 Main St, Falkirk, Lochgelly KY5 9AF, UK",01592 786700,https://www.orevalleyha.org.uk/page/ore-valley-business-centre,True,https://maps.google.com/?cid=13708198579866367210,56.1259828,-3.3107465,2,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF000639,Ore Valley Housing Association Ltd,ChIJjxAfbqrMh0gRLGp1Cnqshjk,Ore Valley Housing Association,,0,"42 Rosewell Dr, Lochore, Lochgelly KY5 8DP, UK",01592 860531,,True,https://maps.google.com/?cid=4145190147202574892,56.15525969999999,-3.3205311,3,OPERATIONAL,"establishment, point_of_interest"
PF000281,Orkney Housing Association Ltd,ChIJw5BdQGIBm0gRFzdI3dRhqh8,Orkney Housing Association Ltd,4.3,11,"39A Victoria St, Kirkwall KW15 1DN, UK",01856 875253,http://www.ohal.org.uk/,True,https://maps.google.com/?cid=2281743728090035991,58.9801605,-2.9615449,1,OPERATIONAL,"establishment, point_of_interest"
PF000738,Orkney Islands Property Developments Limited,ChIJoXwDN2IBm0gRyR3iHXLryjU,Orkney Islands Property Developments Ltd,4.4,5,"4 Gunn's Cl, Kirkwall KW15 1DU, UK",01856 876310,http://www.oipdl.co.uk/,True,https://maps.google.com/?cid=3876169304665890249,58.97956929999999,-2.9620586,1,OPERATIONAL,"establishment, general_contractor, point_of_interest, real_estate_agency"
PF001035,Overtoun Bowmont Limited,ChIJnVJuR3tSiEgRdIeIWQB7_Ic,Overtoun House,4.5,416,"Dumbarton G82 2SH, UK",,https://overtounhouse.org/,True,https://maps.google.com/?cid=9798842130683692916,55.952352,-4.524691,1,OPERATIONAL,"establishment, park, point_of_interest"
PF001116,Pada Vastu Ltd,ChIJq6qazpDHh0gR0sGO635gGN4,PB REAL ESTATE & PROPERTY MANAGEMENT LTD,,0,"101 Rose St S Ln, Edinburgh EH2 3JG, UK",07934 755263,http://go4advice.com/,True,https://maps.google.com/?cid=16003647374095204818,55.9519974,-3.1988601,3,OPERATIONAL,"establishment, point_of_interest"
PF000305,Paisley South Property Services Limited,ChIJcTJo1D9JiEgRmFED9HdvkwA,Paisley Housing Association,3.6,43,"Assurance House, 2 Lawn St, Paisley PA1 1HA, UK",0141 889 7105,https://paisleyha.org.uk/,True,https://maps.google.com/?cid=41499382562115992,55.84607279999999,-4.4198278,1,OPERATIONAL,"establishment, point_of_interest"
PF000305,Paisley South Property Services Limited,ChIJMYTQi9BLiEgR3AemExMxArU,Paisley Property Maintenance Ltd,5,3,"107 Foxbar Rd, Paisley PA2 0BA, UK",0141 561 6299,,True,https://maps.google.com/?cid=13043041428822165468,55.8204066,-4.4632528,2,OPERATIONAL,"electrician, establishment, general_contractor, home_goods_store, point_of_interest, store"
PF000305,Paisley South Property Services Limited,ChIJl2ceuDhJiEgR4Q16otSnvyI,Rentahome Scotland Ltd,3.6,37,"Unit 3003, Abbey Mill Business Centre, Paisley PA1 1JS, UK",0141 212 2000,http://www.rentahomescotland.com/,True,https://maps.google.com/?cid=2503904449542098401,55.8427481,-4.4109868,4,OPERATIONAL,"establishment, point_of_interest"
PF000305,Paisley South Property Services Limited,ChIJdbp7nC9JiEgR_MPT8nWDMTg,LM Properties,4.6,52,"50 Glasgow Rd, Paisley PA1 3PW, UK",0141 887 6109,http://www.lm-properties.co.uk/,True,https://maps.google.com/?cid=4049162082591163388,55.8467796,-4.4088587,5,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF001098,Pamsco Ltd,ChIJI8X0VxVfhkgResYVQh_Ekks,Pax Property Ltd,5,3,"191 King St, Broughty Ferry, Dundee DD5 2AX, UK",01382 529981,http://www.paxproperty.co.uk/,True,https://maps.google.com/?cid=5445630537976104570,56.4660029,-2.8756948,2,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF001098,Pamsco Ltd,ChIJO08_R9FchkgRwHWIjzla7ks,Walmac Property,5,8,"40-42 Brantwood Ave, Dundee DD3 6EW, UK",01382 671034,https://walmacproperty.co.uk/contact-us/,True,https://maps.google.com/?cid=5471409800569451968,56.4741841,-2.9942736,3,OPERATIONAL,"establishment, point_of_interest"
PF001098,Pamsco Ltd,ChIJ98vfhepchkgRundHJDCi97o,Robertson Property Management Ltd,3.4,20,"76 E Dock St, Dundee DD1 3LH, UK",01382 229999,https://robertsonpm.co.uk/,True,https://maps.google.com/?cid=13472415137952921530,56.4669781,-2.9438149,4,OPERATIONAL,"establishment, point_of_interest"
PF000282,Paragon Housing Association Ltd,ChIJrb3pEwR5iEgRYju0kyx04pg,Paragon Housing Association Ltd,3.5,33,"Invergrange House, Station Rd, Grangemouth FK3 8DG, UK",01324 664966,https://paragonha.org.uk/,True,https://maps.google.com/?cid=11016495373307100002,56.0199693,-3.7225781,1,OPERATIONAL,"establishment, point_of_interest"
PF000423,Park Property Management Limited,ChIJORZKhTUViEgRPIxnBZ2jhMs,Park Property Management Ltd (PF000423),4.1,123,"8 Seaward Pl, Kinning Park, Glasgow G41 1HH, UK",0141 354 6536,https://www.parkpm.co.uk/,True,https://maps.google.com/?cid=14665026181421042748,55.848382,-4.2774114,1,OPERATIONAL,"establishment, point_of_interest"
PF000252,Parkhead Housing Association Limited,ChIJnWMwmUNBiEgR05bBIlP6X6g,Parkhead Housing Association,3.6,47,"40 Helenvale St, Glasgow G31 4TF, UK",0141 556 6226,http://www.parkheadha.org.uk/,True,https://maps.google.com/?cid=12132691156131747539,55.8501244,-4.1965062,1,OPERATIONAL,"establishment, point_of_interest"
PF000165,Partick Works Limited,ChIJlyjNJ9tFiEgRheelylQOtn8,Partick Housing Association,3,49,"10 Mansfield St, Glasgow G11 5QP, UK",0141 357 3773,https://www.partickha.org.uk/,True,https://maps.google.com/?cid=9202558645918099333,55.8711864,-4.3014946,1,OPERATIONAL,"establishment, point_of_interest"
PF001112,Patawary Ltd,ChIJd4E81Z9GiEgRSRnGIApqZzc,McIntyre Property Consultants,4.9,16,"98 W George St, Glasgow G2 1PJ, UK",0141 332 2292,https://mcintyreproperty.com/contact/,True,https://maps.google.com/?cid=3992276186419304777,55.8623033,-4.2553759,4,OPERATIONAL,"establishment, point_of_interest"
PF001099,Pavillion Properties (Assets) Limited,ChIJxwelD-pchkgR2-QdYtGbQKE,Pavillion,4.3,391,"India Buildings, 86 Bell St, Dundee DD1 1HN, UK",01382 224446,https://www.pavillion.net/,True,https://maps.google.com/?cid=11619458362212476123,56.4637331,-2.9718174,1,OPERATIONAL,"establishment, point_of_interest"
PF001039,Pavillion Properties Limited,ChIJxwelD-pchkgR2-QdYtGbQKE,Pavillion,4.3,391,"India Buildings, 86 Bell St, Dundee DD1 1HN, UK",01382 224446,https://www.pavillion.net/,True,https://maps.google.com/?cid=11619458362212476123,56.4637331,-2.9718174,1,OPERATIONAL,"establishment, point_of_interest"
PF000715,Pentland Community Enterprises Limited,ChIJieegXi_Hh0gRgFUZwHrVR5o,Pentland Community Centre,4.4,63,"Oxgangs Brae, Edinburgh EH13 9LS, UK",0131 445 2871,https://www.pentlandcommunitycentre.com/,True,https://maps.google.com/?cid=11117088928372970880,55.9052551,-3.221237,2,OPERATIONAL,"establishment, point_of_interest"
PF000715,Pentland Community Enterprises Limited,ChIJzWj-QdtAiEgRq2gtOtrJx4A,Cairn Housing Association,2.2,9,"Bellevue House, 22 Hopetoun St, Edinburgh EH7 4GH, UK",,https://www.cairnha.com/,True,https://maps.google.com/?cid=9279607496336304299,55.9620733,-3.1868977,3,OPERATIONAL,"establishment, health, local_government_office, point_of_interest"
PF000715,Pentland Community Enterprises Limited,ChIJvU1Dsau4mkgRqY2EsOzcZtw,Pentland Housing Association,3,4,"37-39 Traill St, Thurso KW14 8EG, UK",01847 892507,,True,https://maps.google.com/?cid=15881624045100502441,58.5938957,-3.5218481,4,OPERATIONAL,"establishment, point_of_interest"
PF000395,Perth & Kinross Council,ChIJ6UDAihE7hkgRWnzixgyvOIg,Perth & Kinross Council,2.3,59,"Pullar House, 35 Kinnoull St, Perth PH1 5GD, UK",01738 475000,http://www.pkc.gov.uk/,True,https://maps.google.com/?cid=9815787857265196122,56.397806,-3.4317,1,OPERATIONAL,"establishment, point_of_interest"
PF000395,Perth & Kinross Council,ChIJQRgcihE7hkgR0dPP4h2Eddo,Perth & Kinross Council,3.1,7,"Civic Hall, 2 High St, Perth PH1 5PH, UK",01738 475000,http://www.pkc.gov.uk/,True,https://maps.google.com/?cid=15741633336437625809,56.3967822,-3.4260292,2,OPERATIONAL,"establishment, point_of_interest"
PF000395,Perth & Kinross Council,ChIJxZqNbBY7hkgRc1fz52eb-nA,Perth and Kinross Council - Housing Advice,1,2,"York Pl, Perth PH2 8EP, UK",01738 474500,,True,https://maps.google.com/?cid=8140990147001014131,56.3954945,-3.4372068,3,OPERATIONAL,"establishment, point_of_interest"
PF000395,Perth & Kinross Council,ChIJTUWbHUY7hkgRucaf2OaRF0Y,"Kingdom Housing Association, Perth & Kinross Office",4,22,"5 Fairfield Ave, Perth PH1 2TF, UK",01592 630922,http://www.kingdomhousing.org.uk/,True,https://maps.google.com/?cid=5050665927782155961,56.406063,-3.4546372,4,OPERATIONAL,"establishment, point_of_interest"
PF000395,Perth & Kinross Council,ChIJx7xYhp2miEgRjEGkKRRF6LA,Perth & Kinross Council,,0,"Dunkeld Rd, Aberfeldy PH15 2AQ, UK",01738 475000,,True,https://maps.google.com/?cid=12747514698172481932,56.62195320000001,-3.859857099999999,5,OPERATIONAL,"establishment, local_government_office, point_of_interest"
PF000729,Peter Cusack Property Consultancy Limited,ChIJgc1sJAJBiEgR75YBKFJhkG4,TCF Property Management Limited,5,20,"10 Balmoral Dr, Glasgow G32 8DW, UK",0141 374 2373,https://www.tcfpm.co.uk/,True,https://maps.google.com/?cid=7966974746304812783,55.8305604,-4.1594884,1,OPERATIONAL,"establishment, point_of_interest"
PF000729,Peter Cusack Property Consultancy Limited,ChIJF7gXRTFGiEgRNoD1kMjmQIM,Thomson Property Consultants Limited,,0,"2nd floor, 180 W Regent St, Glasgow G2 4RW, UK",0141 611 9666,http://thomsonproperty.co.uk/,True,https://maps.google.com/?cid=9457812966577897526,55.863823,-4.2616974,2,OPERATIONAL,"establishment, finance, point_of_interest, real_estate_agency"
PF000729,Peter Cusack Property Consultancy Limited,ChIJ7aNZZoxGiEgRYrIhIqEYJDo,Tsa Property Consultants,4.2,13,"3rd Floor, 162 Buchanan St, Glasgow G1 2LL, UK",0141 237 4324,https://tsa-property.co.uk/,True,https://maps.google.com/?cid=4189500633702838882,55.8622688,-4.2531911,4,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF000729,Peter Cusack Property Consultancy Limited,ChIJvSZuPNpHiEgRee71pAtjJ-o,Primrose Property Services Scotland Ltd,,0,"1-3 Evanton Pl, Thornliebank, Glasgow G46 8JE, UK",0800 328 8161,https://primroseproperty.co.uk/,True,https://maps.google.com/?cid=16872563430630223481,55.8026759,-4.322234,5,OPERATIONAL,"establishment, point_of_interest"
PF001011,Philip Bald Accountancy Limited,ChIJsbYFjHvGh0gR_9bbOKXVVGc,Philip Bald Accountancy,5,2,"3B Ormiston Ter, Corstorphine, Edinburgh EH12 7SJ, UK",0131 334 5613,https://philipbaldaccountancy.co.uk/,True,https://maps.google.com/?cid=7445810989550524159,55.9427045,-3.2835439,1,OPERATIONAL,"accounting, establishment, finance, point_of_interest"
PF000151,Pineview Housing Association Ltd,ChIJEXVYYIZPiEgRN_VXCfAYo2A,Pineview Housing Association ltd,3.3,10,"5 Rozelle Ave, Glasgow G15 7QR, UK",0141 944 3891,https://pineview.org.uk/,True,https://maps.google.com/?cid=6963436868072895799,55.9119926,-4.354882,1,OPERATIONAL,"establishment, point_of_interest"
PF000100,PMC Property Management & Lettings Ltd,ChIJ1RdolmoOhEgRJPSOgPZNACU,PMC Property Management & Lettings,2.5,88,"PMC House, Little Square, Oldmeldrum, Inverurie AB51 0AY, UK",01651 873838,https://www.pmcproperty.com/,True,https://maps.google.com/?cid=2666216700517479460,57.33519069999999,-2.319872,1,OPERATIONAL,"establishment, point_of_interest"
PF001014,Prem Apart Edinburgh Limited,ChIJIRUctKDHh0gRtUqjRwVrAY4,Pure Property Management,4.5,175,"141 Gilmore Pl, Edinburgh EH3 9PW, UK",0131 656 0390,http://www.purepropertymanagement.com/,True,https://maps.google.com/?cid=10232577498783369909,55.9395811,-3.2121411,2,OPERATIONAL,"establishment, finance, point_of_interest, real_estate_agency"
PF001014,Prem Apart Edinburgh Limited,ChIJqc3WE2fHh0gRm6eenttqWMY,Property Pro Lettings,5,14,"8 Albany St, Edinburgh EH1 3QB, UK",0333 335 5468,https://propertyprolets.co.uk/,True,https://maps.google.com/?cid=14292290908951848859,55.957048,-3.1930592,4,OPERATIONAL,"establishment, point_of_interest"
PF001014,Prem Apart Edinburgh Limited,ChIJxQqnBoTHh0gRpjUM1POheHY,Southside Property Management,4.6,1350,"20 Nicolson St, Edinburgh EH8 9DH, UK",0131 510 0051,https://southsidemanagement.com/,True,https://maps.google.com/?cid=8536751162287469990,55.9463539,-3.1851692,5,OPERATIONAL,"establishment, finance, point_of_interest, real_estate_agency"
PF000508,Premier Properties Perth Limited,ChIJpQH49T07hkgRqnwJ5YtfJ9g,Premier Properties Perth,4.6,173,"45 King St, Perth PH2 8JB, UK",01738 442255,http://www.premierpropertiesperth.co.uk/,True,https://maps.google.com/?cid=15575522890731846826,56.3929826,-3.4339699,1,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF001069,Principal Factors Ltd,ChIJCdYN5AB6HK8ROUIbeltAFsM,Factors Direct,5,5,"34 Gibson St, Glasgow G12 8NX, UK",0141 739 4439,https://factorsdirect.co.uk/,True,https://maps.google.com/?cid=14057494048518390329,55.8725868,-4.2824731,3,OPERATIONAL,"establishment, point_of_interest"
PF000204,Prospect Community Housing Ltd,ChIJZa4JICDEh0gRUUfuzQ_0d0M,Prospect Community Housing Ltd,3.7,30,"6 Westburn Ave, Edinburgh EH14 2TH, UK",0131 458 5480,http://www.prospectch.org.uk/,True,https://maps.google.com/?cid=4861622671486371665,55.9145536,-3.2906744,1,OPERATIONAL,"establishment, point_of_interest"
PF000389,Provanhall Housing Association,ChIJy9eIlhtCiEgR4uTZyFga9Us,Provanhall Housing Association,4,26,"34 Conisborough Rd, Glasgow G34 9QG, UK",0141 771 4941,http://www.provanhallha.org.uk/,True,https://maps.google.com/?cid=5473309890767873250,55.8726265,-4.1247158,1,OPERATIONAL,"establishment, point_of_interest"
PF000381,Quarriers,ChIJDyxEyG2ziUgRM6fUBmqSnQ4,Quarriers Head Office,3.8,12,"20 St Kenneth Dr, Glasgow G51 4QD, UK",01505 616000,https://www.quarriers.org.uk/,True,https://maps.google.com/?cid=1053158871953352499,55.8621551,-4.330687999999999,1,OPERATIONAL,"establishment, point_of_interest"
PF000381,Quarriers,ChIJNWfzinGziUgR2ZZ3gTbUWW0,Quarrier's Village,,0,"Quarrier's Village, Bridge of Weir PA11 3FD, UK",,,True,https://maps.google.com/?cid=7879562353626814169,55.867084,-4.624061999999999,2,,"locality, political"
PF000381,Quarriers,ChIJxfC8fEqziUgRvACu7u8HVFQ,Quarriers Inverclyde Regional Office,5,4,"Laing Shrewsbury, Quarrier's Village, Bridge of Weir PA11 3SX, UK",01505 612224,https://quarriers.org.uk/,True,https://maps.google.com/?cid=6076490524312600764,55.8670184,-4.6212874,3,OPERATIONAL,"establishment, point_of_interest"
PF000381,Quarriers,ChIJNSnCR2yziUgRtcNCVM-a_mo,Quarriers Homes,,0,"Quarriers Homes, Bridge of Weir PA11 3TL, UK",,,True,https://maps.google.com/?cid=7709769827367437237,55.86754,-4.6189539,4,,"neighborhood, political"
PF000381,Quarriers,ChIJMf_hVHVriEgR8Z1juhGj_jU,Quarriers Gait,4,1,"Hattonrigg Rd, Bellshill ML4 1LY, UK",01698 616034,https://www.dawn-homes.co.uk/homes-for-sale/7-bellshill?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-website,True,https://maps.google.com/?cid=3890726424631549425,55.8248512,-4.0179474,5,OPERATIONAL,"establishment, general_contractor, point_of_interest"
PF000258,Queens Cross Factoring Limited,ChIJSbSC_TlEiEgRnUSS44Jpy7M,Queens Cross Housing Association,2.9,129,"45 Firhill Rd, Glasgow G20 7BE, UK",0808 143 2002,http://www.qcha.org.uk/,True,https://maps.google.com/?cid=12955564763946042525,55.8791267,-4.2693348,1,OPERATIONAL,"establishment, point_of_interest"
PF000258,Queens Cross Factoring Limited,ChIJiXW34TlEiEgR470fHZgJnFk,Queens Cross Workspace Ltd,4.3,3,"45 Firhill Rd, Glasgow G20 7BE, UK",0141 576 0210,http://www.qcworkspace.co.uk/,True,https://maps.google.com/?cid=6457046514670747107,55.879127,-4.269335,2,OPERATIONAL,"establishment, general_contractor, point_of_interest, real_estate_agency"
PF000258,Queens Cross Factoring Limited,ChIJZVxNFDtEiEgRL6jU-yGBS6k,Queens Cross Housing Association Limited,2,1,"21, Lorne Court, 9 Cedar Ct, Glasgow G20 7NT, UK",,,True,https://maps.google.com/?cid=12198985998622042159,55.8748619,-4.2633541,3,OPERATIONAL,"establishment, point_of_interest"
PF000258,Queens Cross Factoring Limited,ChIJfwQ-hrdHiEgRm4rmAjBJyMU,Queen's Cross Housing Association,,0,"9 St Clair Ave, Giffnock, Glasgow G20 6ES, UK",0141 333 9140,,True,https://maps.google.com/?cid=14251721491369855643,55.8054529,-4.2988936,4,OPERATIONAL,"establishment, point_of_interest"
PF000110,Redpath Bruce Property Management Limited,ChIJjV-LsyBEiEgR0YysbNFyojI,Redpath Bruce Property Management Limited Glasgow,2.2,90,"152 W Regent St, Glasgow G2 2RQ, UK",0141 332 9041,http://www.redpathbruce.co.uk/,True,https://maps.google.com/?cid=3648604891920501969,55.8636665,-4.2605485,1,OPERATIONAL,"establishment, finance, point_of_interest"
PF000110,Redpath Bruce Property Management Limited,ChIJUZODApfHh0gRiRZxTe--alc,Redpath Bruce Property Management Limited Edinburgh,2.1,14,"18 Walker St, Edinburgh EH3 7LP, UK",0131 297 7560,https://www.redpathbruce.co.uk/,True,https://maps.google.com/?cid=6299056963836778121,55.9492993,-3.2105394,2,OPERATIONAL,"establishment, finance, point_of_interest"
PF000564,Regent Factor Ltd,ChIJE00jk-xFiEgRby8zUSLAehc,Sentry - Property Factoring & Commercial Management,4.9,23,"95 W Regent St, Glasgow G2 2BA, UK",0141 212 4489,http://www.sentry.scot/,True,https://maps.google.com/?cid=1691875863654772591,55.863122,-4.2587073,2,OPERATIONAL,"establishment, point_of_interest"
PF000564,Regent Factor Ltd,ChIJCdYN5AB6HK8ROUIbeltAFsM,Factors Direct,5,5,"34 Gibson St, Glasgow G12 8NX, UK",0141 739 4439,https://factorsdirect.co.uk/,True,https://maps.google.com/?cid=14057494048518390329,55.8725868,-4.2824731,3,OPERATIONAL,"establishment, point_of_interest"
PF000564,Regent Factor Ltd,ChIJsaxRtWBFiEgRWYzuCsmQ4OM,Taylor & Martin Property Factors Glasgow,4.2,80,"4 Berkeley St., Glasgow G3 7DW, UK",0141 353 3049,https://www.taylorandmartin.co.uk/our-services-property-management-glasgow/,True,https://maps.google.com/?cid=16420283434539060313,55.8654525,-4.2717997,4,OPERATIONAL,"establishment, point_of_interest"
PF000564,Regent Factor Ltd,ChIJA9pWXsRCiEgRrng02oA5ae0,Homesbook Factoring Ltd,4.6,87,"66A Townhead, Kirkintilloch, Glasgow G66 1NZ, UK",0141 776 4494,http://www.homesbook.co.uk/,True,https://maps.google.com/?cid=17107267885123008686,55.9364307,-4.1529411,5,OPERATIONAL,"establishment, point_of_interest"
PF000099,Reidvale Housing Association,ChIJR0RlilNBiEgRhrBh7YyPmdU,Reidvale Housing Association,3.7,11,"Whitevale St, Glasgow G31 1QW, UK",0141 554 2406,http://www.reidvale.org.uk/,True,https://maps.google.com/?cid=15391491036956176518,55.8581306,-4.2163473,1,OPERATIONAL,"establishment, point_of_interest"
PF000284,Renfrewshire Council,ChIJm6wNCjpJiEgR9jgPgdmTvY0,Renfrewshire Council,2,60,"Cotton St, Paisley PA1 1EG, UK",0300 300 0330,http://www.renfrewshire.gov.uk/,True,https://maps.google.com/?cid=10213482092328597750,55.84421469999999,-4.418301,1,OPERATIONAL,"establishment, point_of_interest"
